customer_id,customer_name,gender,date_of_birth,city,state,pincode,registration_date,acquisition_channel,customer_segment,is_repeat_customer,churn_risk,customer_lifetime_value
4587,Swati Sharma,Female,1994-12-03,Ahmedabad,Gujarat,380072,2024-11-16,Paid Search,New,Yes,Low,10142
4588,Sunita Bhat,Male,1968-02-14,Ahmedabad,Gujarat,380070,2025-12-02,Marketplace Campaign,High Value,Yes,High,30650
4589,Nikhil Rao,Female,1965-07-06,Bengaluru,Karnataka,560034,2024-09-20,Social Media,New,No,Low,48429
4590,Sneha Verma,Female,1997-03-20,Pune,Maharashtra,411029,2025-07-05,Social Media,At Risk,Yes,Low,48749
4591,Sanjay Deshmukh,Male,1977-03-20,Ahmedabad,Gujarat,380010,2024-12-03,Social Media,New,No,High,42907
4592,Pooja Kumar,Male,2000-03-09,Lucknow,Uttar Pradesh,226069,2024-10-21,Organic Search,New,No,Medium,49319
4593,Sanjay Chowdhury,Male,1998-10-06,Kochi,Kerala,682018,2025-09-08,Paid Search,New,No,Low,20091
4594,Aarav Mukherjee,Male,1985-10-12,Pune,Maharashtra,411033,2025-03-05,Organic Search,Returning,Yes,Medium,38872
4595,Sneha Chowdhury,Female,1999-12-25,Mumbai,Maharashtra,400013,2025-11-22,Referral,New,Yes,High,4278
4596,Aadhya Agarwal,Male,1969-05-26,Pune,Maharashtra,411022,2025-09-19,Paid Search,New,Yes,Low,49071
4597,Ayaan Rao,Male,2002-12-30,Mumbai,Maharashtra,400038,2024-10-22,Organic Search,Returning,No,Low,25699
4598,Ananya Reddy,Female,1977-07-28,Ahmedabad,Gujarat,380093,2025-04-11,Paid Search,High Value,Yes,High,5927
4599,Arjun Deshmukh,Female,1975-03-03,Pune,Maharashtra,411045,2026-01-17,Paid Search,Returning,No,Medium,12314
4600,Kirti Chatterjee,Male,1998-08-25,Kochi,Kerala,682013,2026-06-18,Paid Search,New,Yes,High,40857
4601,Sneha Deshmukh,Female,1970-11-29,Ahmedabad,Gujarat,380097,2026-05-12,Paid Search,New,Yes,Medium,27506
4602,Poonam Sen,Female,1997-08-28,Kolkata,West Bengal,700075,2025-05-14,Direct,New,No,Low,14868
4603,Priya Verma,Male,2000-06-01,Delhi,Delhi,110020,2026-01-28,Organic Search,New,No,High,48100
4604,Swati Rao,Female,1974-06-12,Mumbai,Maharashtra,400068,2025-08-20,Social Media,New,No,High,31328
4605,Kavya Gupta,Female,1968-11-07,Indore,Madhya Pradesh,452096,2024-10-09,Social Media,New,No,Medium,28801
4606,Sanjay Mehta,Female,2003-12-27,Indore,Madhya Pradesh,452080,2026-01-13,Marketplace Campaign,New,Yes,High,3914
4607,Rahul Deshmukh,Female,1974-02-26,Hyderabad,Telangana,500042,2025-09-22,Direct,High Value,Yes,High,40965
4608,Aditya Reddy,Female,1976-09-22,Hyderabad,Telangana,500023,2025-01-03,Organic Search,New,No,Medium,14785
4609,Diya Bhat,Male,1977-08-13,Lucknow,Uttar Pradesh,226088,2025-11-06,Paid Search,High Value,No,Medium,15897
4610,Rohan Sharma,Male,2006-04-29,Kochi,Kerala,682061,2026-04-10,Social Media,New,Yes,Medium,16098
4611,Amit Verma,Female,1979-06-02,Patna,Bihar,800082,2026-03-24,Marketplace Campaign,New,No,Medium,34469
4612,Sneha Sen,Female,1990-10-15,Bengaluru,Karnataka,560035,2026-04-13,Organic Search,High Value,No,Low,42505
4613,Meera Sharma,Female,1975-11-20,Lucknow,Uttar Pradesh,226049,2025-08-10,Paid Search,New,Yes,High,32065
4614,Sai Gupta,Female,1973-09-17,Delhi,Delhi,110084,2026-01-23,Social Media,New,Yes,Low,37760
4615,Poonam Verma,Male,1992-05-21,Kochi,Kerala,682068,2025-07-06,Organic Search,Returning,Yes,Medium,49982
4616,Sunita Kumar,Male,1981-11-17,Delhi,Delhi,110074,2025-06-13,Social Media,New,Yes,Low,9793
4617,Amit Agarwal,Male,1978-02-03,Delhi,Delhi,110037,2026-02-21,Referral,High Value,No,Low,26901
4618,Aarav Agarwal,Male,1976-05-11,Jaipur,Rajasthan,302024,2025-08-31,Paid Search,New,Yes,High,29562
4619,Krishna Kumar,Female,1998-04-29,Mumbai,Maharashtra,400051,2026-04-17,Organic Search,New,No,Medium,44148
4620,Aarav Chowdhury,Male,1997-05-05,Bengaluru,Karnataka,560056,2025-01-27,Marketplace Campaign,New,Yes,High,35704
4621,Sanjay Mehta,Male,1987-12-25,Bengaluru,Karnataka,560036,2025-10-17,Social Media,New,No,High,29409
4622,Sai Das,Male,2002-04-11,Delhi,Delhi,110056,2025-02-20,Social Media,High Value,No,Low,42490
4623,Riya Gupta,Female,1996-09-10,Patna,Bihar,800077,2026-02-03,Organic Search,High Value,No,Low,21625
4624,Rajesh Chatterjee,Male,1992-05-20,Mumbai,Maharashtra,400046,2025-02-19,Marketplace Campaign,New,Yes,Medium,47100
4625,Kirti Chowdhury,Male,1968-12-27,Bengaluru,Karnataka,560093,2024-08-27,Referral,New,No,Medium,42397
4626,Aarav Gupta,Female,1970-11-04,Pune,Maharashtra,411096,2025-12-10,Paid Search,New,No,Medium,31000
4627,Sanjay Reddy,Female,1966-12-11,Patna,Bihar,800055,2025-12-01,Direct,High Value,Yes,Medium,35773
4628,Kavya Mukherjee,Male,1993-03-01,Jaipur,Rajasthan,302088,2025-06-06,Social Media,New,Yes,Low,11348
4629,Krishna Mehta,Female,2004-04-22,Chennai,Tamil Nadu,600036,2025-10-04,Organic Search,New,Yes,Low,15853
4630,Priya Deshmukh,Male,1982-03-29,Lucknow,Uttar Pradesh,226075,2025-10-09,Social Media,New,Yes,Medium,18535
4631,Neha Mehta,Male,1979-09-04,Lucknow,Uttar Pradesh,226086,2025-01-24,Affiliate,At Risk,No,Medium,23850
4632,Reyansh Agarwal,Female,1965-11-16,Lucknow,Uttar Pradesh,226097,2024-11-07,Social Media,High Value,Yes,Low,4175
4633,Sunita Deshmukh,Male,1991-09-15,Hyderabad,Telangana,500062,2026-02-12,Paid Search,High Value,No,Medium,24127
4634,Rahul Deshmukh,Female,1978-10-20,Chennai,Tamil Nadu,600036,2024-11-08,Affiliate,New,No,Low,42102
4635,Ananya Bhat,Male,1968-09-19,Patna,Bihar,800096,2026-07-25,Organic Search,New,No,Medium,30843
4636,Rohan Verma,Female,2002-05-04,Lucknow,Uttar Pradesh,226081,2026-07-22,Social Media,New,Yes,Medium,16477
4637,Neha Kulkarni,Female,1989-03-26,Patna,Bihar,800011,2025-01-29,Direct,New,No,Medium,5645
4638,Alok Mehta,Other,1988-11-16,Jaipur,Rajasthan,302097,2026-01-29,Social Media,New,Yes,High,23905
4639,Pooja Deshmukh,Female,1997-01-26,Ahmedabad,Gujarat,380098,2025-04-21,Paid Search,High Value,No,High,6980
4640,Ishaan Verma,Male,1980-11-18,Kochi,Kerala,682038,2024-10-15,Organic Search,New,No,Medium,22997
4641,Manish Chatterjee,Male,1989-04-30,Bengaluru,Karnataka,560091,2025-05-29,Paid Search,High Value,No,High,12582
4642,Rajesh Chowdhury,Male,2006-04-10,Delhi,Delhi,110045,2025-09-08,Paid Search,New,No,High,37070
4643,Kavya Sen,Female,1983-07-31,Ahmedabad,Gujarat,380073,2025-08-10,Paid Search,New,No,High,36059
4644,Rohan Joshi,Female,1985-12-08,Delhi,Delhi,110096,2024-12-12,Organic Search,Returning,Yes,Low,23086
4645,Tanvi Agarwal,Female,1994-04-19,Lucknow,Uttar Pradesh,226054,2024-11-05,Paid Search,New,No,High,3044
4646,Tanvi Mehta,Other,1978-12-01,Patna,Bihar,800092,2025-04-08,Paid Search,New,Yes,High,22208
4647,Neha Sharma,Male,2002-12-08,Bengaluru,Karnataka,560067,2026-05-04,Marketplace Campaign,New,No,High,7865
4648,Ishaan Kulkarni,Male,1992-05-31,Patna,Bihar,800026,2025-01-15,Organic Search,New,No,Low,13688
4649,Aarav Joshi,Male,1999-01-08,Lucknow,Uttar Pradesh,226021,2024-08-09,Paid Search,New,No,Medium,8864
4650,Gaurav Mehta,Female,1989-07-25,Patna,Bihar,800044,2026-06-20,Paid Search,New,Yes,Low,36835
4651,Shreya Rao,Male,1974-03-18,Mumbai,Maharashtra,400069,2024-10-31,Referral,New,No,Low,43298
4652,Aadhya Chatterjee,Male,1995-05-06,Chennai,Tamil Nadu,600098,2025-05-22,Organic Search,New,Yes,Medium,47159
4653,Shreya Joshi,Male,1979-01-07,Lucknow,Uttar Pradesh,226081,2025-01-17,Paid Search,New,Yes,High,26247
4654,Arjun Mehta,Female,2000-07-09,Ahmedabad,Gujarat,380052,2024-12-12,Organic Search,New,No,Medium,44262
4655,Alok Deshmukh,Male,1965-05-17,Ahmedabad,Gujarat,380098,2024-08-05,Social Media,New,Yes,High,26020
4656,Meera Sen,Female,1997-02-28,Pune,Maharashtra,411083,2026-06-07,Social Media,New,No,High,37268
4657,Ayaan Sen,Male,1981-07-31,Kochi,Kerala,682098,2024-08-14,Organic Search,At Risk,No,Low,24912
4658,Vivaan Das,Female,1971-12-08,Bengaluru,Karnataka,560082,2025-01-19,Social Media,New,No,Medium,28933
4659,Meera Joshi,Male,1989-04-12,Jaipur,Rajasthan,302025,2025-05-26,Social Media,New,No,Medium,10573
4660,Alok Mukherjee,Male,1972-03-03,Ahmedabad,Gujarat,380020,2026-04-21,Organic Search,New,Yes,Low,48327
4661,Sneha Agarwal,Male,1981-02-18,Patna,Bihar,800037,2026-06-06,Social Media,New,No,High,31748
4662,Nikhil Singh,Female,2002-09-30,Ahmedabad,Gujarat,380039,2024-09-02,Paid Search,New,Yes,High,34692
4663,Gaurav Sharma,Male,1966-05-07,Jaipur,Rajasthan,302045,2025-04-21,Organic Search,New,No,Medium,19903
4664,Alok Chowdhury,Female,1972-09-14,Pune,Maharashtra,411035,2025-01-20,Affiliate,New,No,High,7776
4665,Amit Mehta,Female,1996-08-13,Ahmedabad,Gujarat,380084,2026-07-22,Social Media,Returning,Yes,High,6089
4666,Kavya Verma,Male,1987-11-20,Kolkata,West Bengal,700079,2025-04-22,Organic Search,At Risk,Yes,High,5201
4667,Poonam Gupta,Female,1968-05-24,Patna,Bihar,800097,2025-03-29,Paid Search,High Value,No,Medium,45747
4668,Kavya Kulkarni,Female,1993-06-23,Lucknow,Uttar Pradesh,226088,2024-12-07,Direct,New,No,Medium,30974
4669,Riya Chatterjee,Female,2001-10-16,Ahmedabad,Gujarat,380035,2026-04-24,Organic Search,New,No,High,9566
4670,Rohan Das,Female,2002-04-12,Kochi,Kerala,682021,2025-11-24,Referral,New,Yes,Low,25383
4671,Divya Mukherjee,Female,1991-10-17,Indore,Madhya Pradesh,452027,2025-06-03,Paid Search,High Value,Yes,Medium,8845
4672,Rahul Reddy,Male,1995-04-10,Hyderabad,Telangana,500050,2026-07-08,Organic Search,High Value,No,Medium,47291
4673,Manish Reddy,Female,1981-09-23,Chennai,Tamil Nadu,600082,2025-09-21,Paid Search,High Value,No,Low,6684
4674,Kirti Sen,Male,1971-03-18,Mumbai,Maharashtra,400027,2026-01-02,Organic Search,High Value,No,Low,2360
4675,Vivaan Kulkarni,Female,1973-05-03,Pune,Maharashtra,411043,2025-10-13,Affiliate,New,Yes,Low,36415
4676,Rahul Deshmukh,Male,1965-03-27,Delhi,Delhi,110041,2026-06-23,Organic Search,New,No,Low,48367
4677,Meera Joshi,Male,1985-08-30,Kolkata,West Bengal,700014,2026-04-07,Paid Search,Returning,No,Medium,46770
4678,Sanjay Nair,Male,1972-04-24,Hyderabad,Telangana,500032,2026-07-16,Direct,New,No,Low,45562
4679,Deepak Reddy,Male,1965-01-16,Indore,Madhya Pradesh,452082,2025-02-01,Social Media,At Risk,Yes,High,32921
4680,Divya Kulkarni,Male,1977-08-12,Hyderabad,Telangana,500051,2026-04-07,Organic Search,High Value,Yes,Medium,5780
4681,Manish Gupta,Female,1994-06-09,Hyderabad,Telangana,500024,2025-01-29,Social Media,New,No,Medium,16840
4682,Diya Joshi,Male,1999-01-14,Indore,Madhya Pradesh,452028,2025-04-27,Organic Search,New,No,Medium,9631
4683,Riya Agarwal,Male,1985-12-25,Mumbai,Maharashtra,400031,2024-11-05,Referral,New,No,Low,19937
4684,Aarav Sharma,Male,1977-03-03,Indore,Madhya Pradesh,452016,2025-09-20,Social Media,High Value,No,Low,45612
4685,Gaurav Sharma,Female,1977-04-25,Jaipur,Rajasthan,302057,2026-01-12,Organic Search,New,Yes,Medium,12625
4686,Gaurav Mehta,Male,2004-04-14,Hyderabad,Telangana,500059,2026-05-28,Paid Search,High Value,No,Medium,48490
4687,Vikram Verma,Male,2000-10-15,Indore,Madhya Pradesh,452015,2024-09-02,Direct,New,Yes,High,24762
4688,Tanvi Rao,Male,1969-10-27,Chennai,Tamil Nadu,600024,2025-03-06,Paid Search,Returning,Yes,High,20566
4689,Vihaan Patel,Male,1970-10-16,Bengaluru,Karnataka,560017,2025-06-30,Direct,At Risk,No,Low,3474
4690,Sneha Nair,Male,1982-01-25,Jaipur,Rajasthan,302078,2026-05-05,Social Media,High Value,No,Low,32480
4691,Nikhil Kumar,Male,1973-02-01,Ahmedabad,Gujarat,380013,2026-03-05,Referral,At Risk,No,Low,9192
4692,Nikhil Reddy,Male,2006-04-01,Delhi,Delhi,110069,2024-08-25,Paid Search,New,No,High,28552
4693,Ayaan Verma,Male,1998-05-01,Patna,Bihar,800045,2025-11-15,Social Media,New,No,High,13435
4694,Ananya Kulkarni,Female,1965-11-10,Kochi,Kerala,682096,2025-07-09,Marketplace Campaign,New,No,High,9703
4695,Rajesh Bhat,Female,2000-01-08,Delhi,Delhi,110041,2026-07-15,Social Media,New,Yes,High,39729
4696,Sneha Bhat,Male,1972-11-10,Hyderabad,Telangana,500037,2024-12-25,Paid Search,New,No,Low,16710
4697,Gaurav Chatterjee,Male,1977-10-30,Pune,Maharashtra,411013,2025-07-28,Marketplace Campaign,New,Yes,Medium,25114
4698,Rahul Singh,Male,1965-04-21,Hyderabad,Telangana,500019,2024-08-20,Marketplace Campaign,New,No,Low,24304
4699,Aarav Sen,Male,1969-03-15,Lucknow,Uttar Pradesh,226087,2025-05-18,Paid Search,New,No,Medium,4664
4700,Manish Patel,Female,2000-10-27,Chennai,Tamil Nadu,600044,2024-09-18,Social Media,Returning,No,Low,40114
4701,Amit Bhat,Female,1989-07-26,Hyderabad,Telangana,500047,2025-03-13,Organic Search,New,No,Medium,34882
4702,Krishna Agarwal,Female,1992-06-19,Chennai,Tamil Nadu,600048,2026-05-04,Organic Search,New,No,High,4344
4703,Divya Deshmukh,Male,2006-06-24,Indore,Madhya Pradesh,452072,2024-08-29,Referral,High Value,Yes,Low,29812
4704,Ananya Agarwal,Male,2000-10-04,Hyderabad,Telangana,500072,2025-01-22,Organic Search,High Value,No,Medium,48720
4705,Meera Das,Male,2001-11-23,Bengaluru,Karnataka,560093,2024-08-13,Paid Search,New,No,Medium,22341
4706,Shreya Singh,Female,1978-11-15,Kolkata,West Bengal,700011,2026-04-22,Paid Search,High Value,No,Medium,26306
4707,Meera Mukherjee,Female,1979-01-25,Lucknow,Uttar Pradesh,226082,2026-05-31,Organic Search,At Risk,No,High,45222
4708,Alok Nair,Male,1971-07-01,Pune,Maharashtra,411034,2026-01-19,Paid Search,New,No,Medium,49105
4709,Neha Kulkarni,Female,1992-01-29,Indore,Madhya Pradesh,452082,2025-10-14,Marketplace Campaign,Returning,No,Medium,35052
4710,Kirti Chatterjee,Female,2006-01-14,Patna,Bihar,800022,2025-06-02,Referral,New,No,Medium,44259
4711,Meera Nair,Female,1985-06-23,Bengaluru,Karnataka,560076,2026-03-10,Social Media,High Value,No,Low,38225
4712,Aadhya Sharma,Male,1967-02-06,Chennai,Tamil Nadu,600042,2025-10-08,Social Media,New,No,High,24683
4713,Aadhya Kumar,Male,2004-09-08,Mumbai,Maharashtra,400031,2026-01-25,Organic Search,At Risk,Yes,Low,13506
4714,Vikram Patel,Female,1993-06-16,Kochi,Kerala,682028,2025-05-12,Social Media,At Risk,No,Low,5916
4715,Pooja Sen,Male,1971-07-14,Jaipur,Rajasthan,302065,2026-03-19,Organic Search,New,Yes,Medium,21029
4716,Sanjay Deshmukh,Male,1965-12-21,Jaipur,Rajasthan,302024,2026-06-30,Organic Search,New,No,High,29000
4717,Rajesh Nair,Female,1967-03-23,Kochi,Kerala,682057,2025-05-03,Marketplace Campaign,High Value,No,Low,41455
4718,Rajesh Mehta,Male,2000-09-10,Mumbai,Maharashtra,400038,2025-10-28,Paid Search,New,Yes,High,20791
4719,Aadhya Reddy,Male,2003-08-26,Pune,Maharashtra,411016,2026-03-16,Direct,At Risk,No,Low,38163
4720,Rajesh Verma,Male,1983-06-26,Lucknow,Uttar Pradesh,226093,2025-11-04,Organic Search,New,Yes,High,49930
4721,Ishaan Nair,Female,1989-05-07,Kochi,Kerala,682018,2025-10-09,Social Media,New,No,Low,9910
4722,Shreya Mukherjee,Female,1985-12-12,Chennai,Tamil Nadu,600019,2026-01-27,Social Media,New,Yes,Medium,3592
4723,Vivaan Sharma,Male,1971-06-19,Kolkata,West Bengal,700058,2025-09-19,Organic Search,New,No,Medium,26038
4724,Alok Kumar,Male,1978-10-19,Kolkata,West Bengal,700026,2025-04-30,Paid Search,High Value,No,Low,10493
4725,Sai Verma,Male,1984-03-24,Mumbai,Maharashtra,400070,2024-11-19,Direct,New,No,High,13236
4726,Ananya Mehta,Male,2004-02-20,Indore,Madhya Pradesh,452080,2025-09-27,Organic Search,High Value,No,Low,43274
4727,Neha Nair,Female,1992-05-13,Bengaluru,Karnataka,560027,2024-10-11,Organic Search,New,Yes,Low,35295
4728,Vihaan Das,Male,1998-01-11,Indore,Madhya Pradesh,452092,2026-03-20,Social Media,New,No,High,14375
4729,Vikram Sharma,Male,1977-01-06,Patna,Bihar,800020,2025-07-31,Organic Search,High Value,No,Low,9498
4730,Poonam Deshmukh,Male,1996-06-15,Ahmedabad,Gujarat,380021,2024-09-23,Organic Search,New,No,Medium,43398
4731,Neha Reddy,Female,1968-07-09,Mumbai,Maharashtra,400061,2025-09-16,Organic Search,New,Yes,Low,17475
4732,Nikhil Bhat,Female,1974-11-27,Hyderabad,Telangana,500084,2025-02-03,Paid Search,New,Yes,High,18289
4733,Aadhya Mukherjee,Female,1970-01-10,Kochi,Kerala,682082,2025-11-02,Marketplace Campaign,New,Yes,Medium,26060
4734,Vihaan Bhat,Male,1975-03-29,Delhi,Delhi,110089,2025-02-25,Social Media,New,No,Medium,44142
4735,Sneha Mehta,Female,2001-07-24,Jaipur,Rajasthan,302041,2025-12-08,Marketplace Campaign,New,No,Medium,16187
4736,Ayaan Sharma,Male,2000-07-11,Mumbai,Maharashtra,400041,2026-01-30,Organic Search,New,No,High,30428
4737,Tanvi Chowdhury,Female,1985-03-07,Ahmedabad,Gujarat,380066,2025-04-24,Social Media,New,No,High,5596
4738,Amit Nair,Male,1973-01-10,Kolkata,West Bengal,700057,2025-11-26,Organic Search,New,No,Medium,4486
4739,Rahul Deshmukh,Female,1995-01-31,Kochi,Kerala,682080,2025-11-08,Social Media,New,No,Medium,30186
4740,Diya Nair,Male,1996-11-20,Indore,Madhya Pradesh,452025,2024-11-17,Affiliate,Returning,Yes,High,6050
4741,Ayaan Singh,Female,1987-05-16,Pune,Maharashtra,411079,2026-03-24,Affiliate,New,No,High,21312
4742,Manish Sharma,Male,1991-10-22,Indore,Madhya Pradesh,452056,2025-02-07,Social Media,High Value,No,Low,2471
4743,Ananya Nair,Female,1976-07-05,Mumbai,Maharashtra,400088,2025-07-19,Marketplace Campaign,At Risk,No,Low,41444
4744,Rajesh Patel,Male,1997-10-30,Pune,Maharashtra,411045,2026-05-15,Referral,New,Yes,High,37284
4745,Amit Verma,Female,2003-09-16,Chennai,Tamil Nadu,600021,2024-09-20,Paid Search,New,Yes,High,21128
4746,Sneha Mukherjee,Female,2004-02-03,Ahmedabad,Gujarat,380099,2026-04-06,Marketplace Campaign,High Value,Yes,Low,28394
4747,Kirti Joshi,Male,1980-08-17,Indore,Madhya Pradesh,452088,2026-05-15,Referral,High Value,No,Medium,3069
4748,Manish Bhat,Female,1974-05-26,Hyderabad,Telangana,500031,2026-06-11,Paid Search,High Value,No,Medium,28897
4749,Sneha Deshmukh,Female,1977-07-11,Jaipur,Rajasthan,302078,2026-01-16,Paid Search,Returning,Yes,Low,30473
4750,Shreya Sen,Female,1965-08-28,Indore,Madhya Pradesh,452037,2025-02-28,Organic Search,High Value,Yes,Low,30320
4751,Gaurav Mukherjee,Male,1978-06-02,Ahmedabad,Gujarat,380029,2025-07-13,Marketplace Campaign,New,No,High,45240
4752,Pooja Agarwal,Male,1967-03-14,Lucknow,Uttar Pradesh,226066,2026-02-26,Marketplace Campaign,New,No,Medium,42319
4753,Vihaan Sen,Male,1972-06-21,Chennai,Tamil Nadu,600050,2024-10-10,Social Media,High Value,No,High,34533
4754,Divya Rao,Male,2001-07-08,Kolkata,West Bengal,700045,2025-09-16,Organic Search,New,No,Low,44063
4755,Vihaan Sharma,Male,1988-05-27,Indore,Madhya Pradesh,452044,2026-04-15,Social Media,New,Yes,Low,3484
4756,Amit Gupta,Female,1988-07-12,Chennai,Tamil Nadu,600069,2025-07-10,Organic Search,New,Yes,Low,10050
4757,Diya Patel,Female,1966-06-30,Jaipur,Rajasthan,302077,2025-10-08,Direct,New,Yes,Medium,3868
4758,Manish Sen,Male,1995-06-06,Delhi,Delhi,110049,2026-07-25,Affiliate,New,No,Medium,22632
4759,Shreya Chatterjee,Female,2003-12-19,Hyderabad,Telangana,500028,2026-07-31,Social Media,New,No,Low,11932
4760,Nisha Chowdhury,Male,1993-08-20,Mumbai,Maharashtra,400039,2025-08-17,Paid Search,New,No,Low,9806
4761,Sneha Mehta,Female,1972-04-05,Kolkata,West Bengal,700010,2025-03-06,Social Media,New,No,Low,22404
4762,Sai Verma,Female,1995-12-29,Indore,Madhya Pradesh,452020,2026-07-23,Marketplace Campaign,New,Yes,Medium,3356
4763,Pooja Bhat,Female,1992-04-07,Mumbai,Maharashtra,400086,2026-05-22,Social Media,New,Yes,High,48680
4764,Rahul Chowdhury,Female,1976-12-22,Bengaluru,Karnataka,560075,2024-09-27,Social Media,New,Yes,High,37256
4765,Riya Nair,Male,1980-05-20,Indore,Madhya Pradesh,452037,2026-07-05,Social Media,New,No,Low,17002
4766,Aadhya Joshi,Male,1967-01-15,Mumbai,Maharashtra,400082,2024-10-18,Marketplace Campaign,At Risk,No,High,32973
4767,Kirti Sharma,Female,2004-09-25,Ahmedabad,Gujarat,380045,2025-10-09,Organic Search,High Value,No,Medium,24972
4768,Aarav Bhat,Male,1988-04-16,Kochi,Kerala,682036,2025-08-20,Direct,New,No,High,12113
4769,Divya Joshi,Female,1978-04-07,Ahmedabad,Gujarat,380041,2025-12-20,Referral,New,No,Medium,8442
4770,Sai Gupta,Female,1973-01-13,Chennai,Tamil Nadu,600010,2026-05-28,Direct,New,Yes,Medium,7909
4771,Arjun Verma,Other,1995-08-05,Kochi,Kerala,682025,2026-05-03,Social Media,New,No,High,7508
4772,Sneha Verma,Female,1992-03-09,Delhi,Delhi,110085,2025-10-02,Paid Search,New,Yes,Low,29213
4773,Manish Mehta,Female,1997-06-23,Delhi,Delhi,110021,2025-07-11,Organic Search,New,Yes,High,17596
4774,Amit Bhat,Female,1993-04-13,Delhi,Delhi,110014,2026-07-05,Paid Search,New,No,Medium,41586
4775,Sai Gupta,Female,1973-12-27,Jaipur,Rajasthan,302059,2024-12-29,Direct,New,No,Low,29297
4776,Kirti Rao,Female,1999-06-27,Bengaluru,Karnataka,560022,2025-11-19,Organic Search,New,No,High,17151
4777,Vikram Mukherjee,Other,1965-12-26,Delhi,Delhi,110092,2025-11-12,Marketplace Campaign,High Value,No,Low,28151
4778,Divya Deshmukh,Female,2000-04-04,Indore,Madhya Pradesh,452031,2025-08-28,Paid Search,New,No,Low,25875
4779,Vihaan Chatterjee,Female,1971-03-16,Mumbai,Maharashtra,400014,2025-06-12,Marketplace Campaign,High Value,Yes,Low,25922
4780,Sunita Kulkarni,Male,2005-01-10,Bengaluru,Karnataka,560015,2025-01-08,Organic Search,Returning,No,High,49396
4781,Ananya Singh,Female,2005-02-21,Chennai,Tamil Nadu,600038,2025-07-04,Organic Search,New,No,Low,7022
4782,Divya Sharma,Male,2006-01-11,Jaipur,Rajasthan,302076,2025-11-17,Social Media,New,No,Medium,16698
4783,Diya Deshmukh,Female,1997-07-05,Pune,Maharashtra,411069,2026-03-24,Direct,High Value,No,Medium,40574
4784,Nikhil Rao,Male,1985-07-01,Jaipur,Rajasthan,302045,2026-03-08,Social Media,High Value,No,Low,41551
4785,Ananya Bhat,Male,1967-04-04,Delhi,Delhi,110087,2024-09-09,Direct,New,Yes,Low,25212
4786,Riya Agarwal,Female,1998-09-22,Mumbai,Maharashtra,400019,2025-09-26,Direct,New,Yes,Medium,39702
4787,Meera Verma,Male,1966-09-19,Patna,Bihar,800013,2025-12-26,Organic Search,High Value,Yes,Medium,35787
4788,Pooja Sen,Female,1982-05-04,Indore,Madhya Pradesh,452016,2024-10-20,Affiliate,New,No,High,20011
4789,Ananya Reddy,Male,1966-10-21,Ahmedabad,Gujarat,380060,2025-05-20,Paid Search,New,No,High,30418
4790,Manish Mehta,Female,1973-01-04,Patna,Bihar,800077,2025-12-25,Direct,At Risk,Yes,Low,40694
4791,Rahul Nair,Male,1999-03-26,Hyderabad,Telangana,500097,2026-06-21,Paid Search,New,No,High,33711
4792,Pooja Gupta,Male,1986-03-11,Ahmedabad,Gujarat,380019,2025-04-11,Social Media,New,No,Low,3467
4793,Nikhil Das,Male,2001-09-03,Indore,Madhya Pradesh,452020,2025-02-25,Marketplace Campaign,High Value,No,High,4523
4794,Arjun Patel,Female,1967-04-20,Mumbai,Maharashtra,400069,2025-12-04,Paid Search,High Value,No,High,17831
4795,Neha Kulkarni,Male,2005-03-02,Hyderabad,Telangana,500059,2025-06-29,Social Media,At Risk,No,Low,33657
4796,Manish Deshmukh,Male,1999-04-08,Delhi,Delhi,110071,2025-10-08,Organic Search,New,Yes,Medium,28332
4797,Rajesh Verma,Male,1969-12-02,Delhi,Delhi,110042,2026-06-23,Marketplace Campaign,New,Yes,High,27163
4798,Sanjay Agarwal,Female,1993-02-02,Pune,Maharashtra,411049,2025-09-11,Marketplace Campaign,New,No,High,28005
4799,Krishna Mehta,Other,1971-07-03,Pune,Maharashtra,411033,2024-10-30,Direct,High Value,No,Low,29828
4800,Ananya Patel,Female,1982-06-25,Patna,Bihar,800075,2026-02-22,Direct,New,Yes,High,18013
4801,Aadhya Sharma,Male,1986-09-12,Bengaluru,Karnataka,560035,2026-04-26,Direct,High Value,No,High,17704
4802,Rohan Sen,Female,1966-09-19,Patna,Bihar,800086,2025-12-24,Social Media,High Value,Yes,Medium,26993
4803,Aditya Singh,Male,1971-09-04,Jaipur,Rajasthan,302021,2025-06-19,Organic Search,High Value,Yes,Medium,19139
4804,Ayaan Das,Female,1988-02-18,Indore,Madhya Pradesh,452037,2024-08-22,Organic Search,New,Yes,Low,27705
4805,Vihaan Mehta,Male,1998-05-14,Chennai,Tamil Nadu,600054,2025-02-03,Organic Search,High Value,Yes,High,17609
4806,Shreya Reddy,Male,2004-08-18,Chennai,Tamil Nadu,600070,2025-09-19,Paid Search,New,Yes,Low,21331
4807,Sunita Bhat,Male,1994-11-12,Indore,Madhya Pradesh,452047,2026-03-05,Paid Search,New,Yes,Low,47635
4808,Swati Verma,Female,1989-08-29,Lucknow,Uttar Pradesh,226022,2026-04-19,Organic Search,New,Yes,Low,36925
4809,Vikram Deshmukh,Male,1974-06-13,Ahmedabad,Gujarat,380026,2025-01-10,Organic Search,New,No,Low,11782
4810,Riya Bhat,Male,1979-01-31,Kolkata,West Bengal,700085,2025-05-07,Social Media,New,No,Low,6444
